Book_Name,Author,5_star,Ratings,Reviews
Journey by Moonlight,Antal Szerb,4.22,"7,592",651,"3,551","2,578","1,103",287,73
The Piano Teacher,Elfriede Jelinek,3.56,"11,345","1,213","2,727","3,721","2,864","1,292",741
All Creatures Great and Small / All Things Bright and Beautiful,James Herriot,4.31,"14,215",279,"7,046","4,936","1,930",249,54
Daggerspell,Katharine Kerr,3.90,"15,325",567,"4,962","5,504","3,611",925,323
Ship of Destiny,Robin Hobb,4.27,"67,013","2,623","32,965","22,704","8,459","1,923",962
Knowing God,J.I. Packer,4.30,"54,362","1,520","30,413","14,431","6,426","1,754","1,338"
The Midwich Cuckoos,John Wyndham,3.91,"23,233","1,615","6,350","10,031","5,584","1,029",239
Confessions of an Ugly Stepsister,Gregory Maguire,3.53,"59,000","3,806","10,280","20,673","20,073","6,249","1,725"
Travels with Charley: In Search of America,John Steinbeck,4.07,"87,489","6,554","33,088","33,710","15,813","3,454","1,424"
Too Loud a Solitude,Bohumil Hrabal,4.00,"20,483","2,531","7,878","7,007","3,801","1,279",518
Between the Acts,Virginia Woolf,3.61,"7,101",532,"1,490","2,465","2,240",698,208
A Kiss of Shadows,Laurell K. Hamilton,4.01,"57,195","2,077","23,553","17,615","10,882","3,505","1,640"
Nadja,André Breton,3.57,"10,010",733,"2,220","3,184","3,113","1,100",393
Green Darkness,Anya Seton,3.96,"6,217",548,"2,258","2,089","1,348",385,137
The Passion,Jeanette Winterson,4.10,"22,116","1,834","8,978","7,954","3,961",969,254
Butcher's Crossing,John  Williams,4.16,"19,171","1,893","7,315","8,354","2,887",510,105
"The Naomi Poems, Book One: Corpse and Beans",Bill Knott,4.52,88,13,56,26,3,2,1
The Golden Sword,Janet E. Morris,4.09,123,13,64,23,24,7,5
Edwin Mullhouse: The Life and Death of an American Writer 1943-1954 by Jeffrey Cartwright,Steven Millhauser,4.06,867,93,370,269,153,57,18
Appointment with Death,Agatha Christie,3.87,"51,726","3,081","13,294","21,420","14,527","2,076",409
The Golden Road,L.M. Montgomery,3.99,"5,547",340,"1,858","2,047","1,401",221,20
Night Shift,Stephen King,4.03,"169,262","4,905","59,647","63,761","38,152","6,180","1,522"
Déjà Dead,Kathy Reichs,3.87,"146,057","4,372","45,258","53,400","34,898","8,405","4,096"
Full Force,Clint Catalyst,4.30,23,1,12,7,3,1,0
The Woman Who Rides Like a Man,Tamora Pierce,4.18,"77,647","1,833","35,154","25,902","13,034","2,574",983
Boy: Tales of Childhood,Quentin Blake,4.07,"65,644","3,278","25,144","24,941","11,706","2,601","1,252"
The Tale of Tom Kitten,Beatrix Potter,4.08,"9,019",292,"3,751","2,775","2,040",361,92
Oranges Are Not the Only Fruit,Jeanette Winterson,3.73,"71,984","4,285","17,884","26,899","19,309","5,844","2,048"
Petersburg,Andrei Bely,3.97,"5,052",322,"2,013","1,531",997,358,153
Julio Cortázar: Rayuela,Robert Brody,4.39,"6,528",122,"3,923","1,617",691,191,106
Not Wanted on the Voyage,Timothy Findley,3.99,"6,858",352,"2,581","2,457","1,212",391,217
A Kiss Before Dying,Ira Levin,3.98,"11,433","1,180","3,609","4,725","2,471",493,135
Everyone Poops,Taro Gomi,4.19,"6,413",769,"3,333","1,608",983,306,183
The Second Coming,Walker Percy,3.93,"2,288",192,720,899,513,108,48
The Sacred and the Profane: The Nature of Religion,Mircea Eliade,4.10,"7,626",374,"3,091","2,761","1,369",291,114
A Murder Is Announced,Agatha Christie,4.00,"63,568","3,698","19,455","27,655","14,135","1,892",431
"Sit, Walk, Stand",Watchman Nee,4.43,"3,691",255,"2,236",961,383,76,35
The Everlasting Man,G.K. Chesterton,4.14,"8,765",773,"4,061","2,787","1,283",384,250
Heartburn,Nora Ephron,3.60,"50,953","5,561","10,423","17,629","16,550","5,042","1,309"
"Akira, Vol. 1",Katsuhiro Otomo,4.40,"30,997","1,329","17,567","9,450","3,113",584,283
The Feminine in Fairy Tales,Marie-Louise von Franz,4.31,713,28,385,201,95,25,7
Black Holes & Time Warps: Einstein's Outrageous Legacy,Kip S. Thorne,4.22,"12,271",257,"6,118","3,556","1,915",483,199
Forever Flowing,Vasily Grossman,4.19,"3,414",404,"1,500","1,251",518,107,38
In Pharaoh's Army: Memories of the Lost War,Tobias Wolff,4.11,"3,032",242,"1,136","1,228",552,84,32
How It Is,Samuel Beckett,4.00,"1,223",119,493,402,211,74,43
Lady of Hay,Barbara Erskine,4.06,"7,684",623,"3,391","2,286","1,317",465,225
Lateral Thinking,Edward de Bono,3.77,"4,009",257,"1,074","1,457","1,066",320,92
Rapture in Death,J.D. Robb,4.28,"46,859","1,779","21,971","17,088","6,843",775,182
The Mist,Stephen King,3.95,"140,369","4,731","44,905","52,943","34,016","7,007","1,498"
My Last Sigh,Luis Buñuel,4.33,"3,153",279,"1,578","1,123",372,66,14
"Mister God, This is Anna",Fynn,4.14,"6,298",573,"3,036","1,764","1,005",322,171
The Eyes of the Dragon,Stephen King,3.94,"120,190","5,848","40,283","43,070","28,124","6,880","1,833"
Stormbreaker,Anthony Horowitz,3.98,"97,446","6,056","33,956","35,377","21,852","4,972","1,289"
The Secret Adversary,Agatha Christie,3.85,"56,020","4,420","15,358","21,565","15,154","3,142",801
Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Marcel Proust,4.50,"1,121",63,730,266,92,22,11
The Waste Land and Other Poems,T.S. Eliot,4.22,"61,451","1,216","30,466","18,707","8,879","2,252","1,147"
Il visconte dimezzato,Italo Calvino,3.82,"22,403","1,095","5,591","9,273","5,884","1,315",340
First King of Shannara,Terry Brooks,3.97,"29,362",635,"10,264","10,403","6,777","1,440",478
Die Physiker,Friedrich Dürrenmatt,3.92,"29,056",799,"9,402","11,183","6,012","1,783",676
The Ordeal of Gilbert Pinfold,Evelyn Waugh,3.46,"1,286",121,175,439,501,141,30
The Slynx,Tatyana Tolstaya,3.82,"4,647",389,"1,410","1,652","1,063",377,145
Moderato cantabile,Marguerite Duras,3.49,"5,086",380,957,"1,707","1,550",638,234
Demon Lord of Karanda,David Eddings,4.06,"41,563",347,"15,553","15,186","8,814","1,587",423
The Dead Father,Donald Barthelme,3.78,"2,188",182,638,746,560,164,80
The Moonflower Vine,Jetta Carleton,3.95,"5,034",792,"1,529","2,068","1,143",233,61
Murder in the Cathedral,T.S. Eliot,3.72,"10,424",552,"2,769","3,597","2,791",881,386
Christ Stopped at Eboli: The Story of a Year,Carlo Levi,4.10,"7,552",631,"2,941","2,919","1,269",317,106
On Power and Ideology: The Managua Lectures,Noam Chomsky,4.11,289,32,124,97,50,12,6
Lord Grizzly,Frederick Manfred,3.93,587,80,190,229,117,37,14
Operation Shylock: A Confession,Philip Roth,3.77,"4,274",329,"1,111","1,607","1,114",325,117
Vidas Secas,Graciliano Ramos,4.20,"13,994",465,"6,595","4,548","2,102",552,197
Tao Te Ching,Lao Tzu,4.30,"144,724","6,568","78,511","40,070","18,969","4,799","2,375"
Shampoo Planet,Douglas Coupland,3.51,"9,783",299,"1,501","3,301","3,833",959,189
Way Station,Clifford D. Simak,4.04,"25,787","1,551","9,240","9,943","5,228","1,044",332
Final del juego,Julio Cortázar,4.32,"6,822",335,"3,314","2,548",806,128,26
Hot Water Music,Charles Bukowski,3.89,"14,333",585,"4,131","5,743","3,456",765,238
If the River Was Whiskey,T. Coraghessan Boyle,3.94,"1,260",92,359,541,295,53,12
The Acid House,Irvine Welsh,3.73,"15,928",448,"3,379","6,308","5,051",987,203
Catering to Nobody,Diane Mott Davidson,3.83,"20,819","1,001","5,911","7,586","5,695","1,139",488
English Grammar in Use with Answers: Reference and Practice for Intermediate Students,Raymond Murphy,4.31,"1,876",118,"1,110",453,178,55,80
Death in the Afternoon,Ernest Hemingway,3.69,"8,512",519,"1,922","3,109","2,577",706,198
A Pocket Full of Rye,Agatha Christie,3.91,"40,060","2,252","10,509","17,233","10,832","1,289",197
The Palace of Dreams,Ismail Kadare,3.98,"4,035",416,"1,313","1,571",928,187,36
You Are Special,Max Lucado,4.45,"51,837","1,414","33,337","11,304","5,023","1,335",838
Beau Geste,P.C. Wren,4.01,"3,394",218,"1,211","1,222",790,134,37
Collected Short Stories: Volume 1,W. Somerset Maugham,4.34,"2,116",125,"1,041",796,238,33,8
Moominsummer Madness,Tove Jansson,4.29,"10,938",555,"5,218","4,011","1,457",189,63
Tourist Season,Carl Hiaasen,3.92,"20,768","1,026","5,924","8,730","4,901",910,303
A Stone for Danny Fisher,Harold Robbins,4.01,"2,424",140,866,872,559,96,31
The Feast of Love,Charles Baxter,3.69,"9,271",992,"2,228","3,320","2,600",847,276
Random Passage,Bernice Morgan,4.03,"1,743",126,612,705,322,78,26
Miss Nelson Is Missing!,Harry Allard,4.30,"106,606","1,576","59,044","27,080","15,527","3,478","1,477"
The Light in the Forest,Conrad Richter,3.41,"4,838",568,892,"1,448","1,557",626,315
The Case for Christ,Lee Strobel,4.19,"122,043","2,566","61,231","35,393","16,472","4,900","4,047"
Equal Rites,Terry Pratchett,4.05,"166,847","5,736","58,790","66,433","34,455","5,422","1,747"
The Revolution And The Civil War In Spain,Pierre Broué,4.32,69,8,32,28,8,1,0
"Conversations with God: An Uncommon Dialogue, Book 1",Neale Donald Walsch,4.20,"36,293","1,959","18,974","9,461","5,022","1,653","1,183"
Parade's End,Ford Madox Ford,3.87,"6,271",527,"2,147","2,098","1,325",480,221
The Troubles: Ireland's Ordeal 1966-1996 and the Search for Peace,Tim Pat Coogan,3.98,531,34,149,246,113,21,2
Patriotism,Yukio Mishima,4.12,"3,587",326,"1,522","1,245",604,157,59
Annie on My Mind,Nancy Garden,4.01,"49,154","3,073","20,012","15,583","9,405","2,565","1,589"
Rashomon and Seventeen Other Stories,Ryūnosuke Akutagawa,4.14,"7,946",538,"3,068","3,254","1,371",203,50
The 5000 Year Leap: A Miracle That Changed the World,W. Cleon Skousen,4.27,"6,904",957,"3,770","1,862",846,246,180
The Art and Science of Learning Languages,Amorey Gethin,4.32,34,6,19,7,8,0,0
Deadly Decisions,Kathy Reichs,3.94,"34,619","1,238","10,020","14,345","8,787","1,225",242
Morning Glory,LaVyrle Spencer,4.27,"14,052","1,261","7,056","4,388","2,057",403,148
The Death of the Heart,Elizabeth Bowen,3.67,"7,774",665,"1,911","2,652","2,191",741,279
Debt of Honor,Tom Clancy,4.08,"47,021",712,"17,404","18,313","9,391","1,500",413
Howliday Inn,James Howe,3.95,"13,585",511,"4,778","4,468","3,464",646,229
King: A Street Story,John Berger,3.77,314,37,82,115,85,26,6
Never Look Back,Lesley Pearse,4.41,"3,883",241,"2,284","1,075",393,90,41
The Garden of Eden,Ernest Hemingway,3.72,"19,888","1,336","5,056","6,988","5,496","1,821",527
La colmena,Camilo José Cela,3.75,"7,950",418,"2,060","2,953","2,076",637,224
Wolf-Speaker,Tamora Pierce,4.20,"56,867","1,142","26,099","19,144","9,256","1,648",720
The Sandman: The Dream Hunters,Neil Gaiman,4.41,"20,113",774,"11,130","6,414","2,242",271,56
The Importance of Living,Lin Yutang,4.07,"1,290",171,523,449,223,71,24
The Shepherd,Frederick Forsyth,3.93,"4,145",309,"1,415","1,443",946,245,96
"Whitney, My Love",Judith McNaught,4.13,"34,996","2,486","16,980","9,779","5,185","1,752","1,300"
Talking to the Dead,Helen Dunmore,3.65,"1,278",159,259,490,382,119,28
The Caves of Steel,Isaac Asimov,4.18,"92,827","3,497","37,419","37,651","15,485","1,912",360
On Certainty (Harper Perennial Modern Thought),G. E. M. Anscombe,4.16,"4,558",168,"2,064","1,468",758,212,56
Delta Wedding,Eudora Welty,3.62,"3,343",410,793,"1,132",925,351,142
Le Petit Nicolas,René Goscinny,4.14,"38,172",874,"16,658","12,721","6,785","1,452",556
The World of Winnie-the-Pooh,A.A. Milne,4.42,"47,253","1,000","28,878","11,665","5,073","1,057",580
Babel-17,Samuel R. Delany,3.74,"16,089","1,328","3,993","6,018","4,330","1,339",409
Cool Hand Luke,Donn Pearce,4.14,"1,292",147,502,521,225,42,2
In Watermelon Sugar,Richard Brautigan,3.81,"21,219","2,221","6,308","7,432","5,164","1,691",624
God Is an Englishman,R.F. Delderfield,4.10,"3,050",225,"1,217","1,147",515,120,51
Once and Always,Judith McNaught,4.18,"26,381","1,225","12,261","8,629","4,043",939,509
Dog Years,Günter Grass,3.90,"1,652",108,530,611,364,105,42
Greenmantle,John Buchan,3.74,"4,450",414,"1,064","1,653","1,317",352,64
In the Heart of the Country,J.M. Coetzee,3.68,"3,347",298,794,"1,201",937,306,109
Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,4.14,"9,582",299,"4,213","3,230","1,593",388,158
The Towers of Trebizond,Rose Macaulay,3.67,"1,618",304,397,571,432,152,66
Farewell Waltz,Milan Kundera,3.86,"15,527","1,055","3,962","6,644","3,914",847,160
The Loneliness of the Long-Distance Runner,Alan Sillitoe,3.79,"6,080",499,"1,389","2,579","1,629",400,83
وجهة العالم الإسلامي,مالك بن نبي,4.14,381,55,155,147,65,7,7
ذاكرة الجسد,Ahlam Mosteghanemi,3.81,"24,691","2,108","8,580","7,405","5,394","2,126","1,186"
The Missing Piece,Shel Silverstein,4.27,"29,419","1,045","15,321","8,506","4,183",988,421
Science of Mind,Ernest Shurtleff Holmes,4.36,"2,327",92,"1,364",579,276,69,39
Timbuktu,Paul Auster,3.70,"14,247","1,198","3,213","5,371","4,136","1,200",327
The Island of the Day Before,Umberto Eco,3.48,"14,991",755,"2,842","4,749","4,860","1,896",644
أصداء السيرة الذاتية,Naguib Mahfouz,3.84,"2,194",461,674,759,529,190,42
User,Bruce Benderson,3.65,65,4,23,12,17,10,3
Beauty and Sadness,Yasunari Kawabata,3.83,"11,179","1,164","2,891","4,537","2,857",715,179
Devil's Cub,Georgette Heyer,4.22,"15,354","1,253","7,172","5,151","2,405",477,149
Just Ella,Margaret Peterson Haddix,3.75,"34,131","1,737","9,338","11,328","9,802","2,849",814
The Secret of the Unicorn,Hergé,4.30,"15,739",450,"7,694","5,460","2,256",277,52
Red Storm Rising,Tom Clancy,4.19,"76,806","1,326","34,557","26,307","12,797","2,475",670
Letters from the Earth: Uncensored Writings,Mark Twain,4.20,"7,786",503,"3,510","2,745","1,189",263,79
A House Divided,Pearl S. Buck,3.93,"4,453",292,"1,359","1,723","1,105",222,44
The Unvanquished,William Faulkner,3.77,"5,872",437,"1,413","2,324","1,619",408,108
Sweet Thursday,John Steinbeck,4.10,"15,611","1,113","5,774","6,315","2,975",463,84
Savannah,Eugenia Price,4.17,"2,242",146,"1,026",726,367,87,36
The Tenant,Roland Topor,4.11,"4,255",505,"1,628","1,724",703,162,38
Manufacturing Consent: Noam Chomsky and the Media,Mark Achbar,4.38,510,24,280,163,51,11,5
The Fire-Dwellers,Margaret Laurence,3.91,"1,475",76,387,646,381,42,19
The Napoleon of Notting Hill,G.K. Chesterton,3.83,"3,287",355,959,"1,181",842,246,59
More Than a Mistress,Mary Balogh,3.95,"8,661",576,"2,739","3,387","2,019",400,116
When Comes the Spring,Janette Oke,4.04,"9,215",426,"3,628","3,065","1,917",451,154
Monsignor Quixote,Graham Greene,3.93,"4,028",365,"1,160","1,687",971,160,50
Crown Duel,Sherwood Smith,3.98,"8,409",355,"3,288","2,659","1,731",491,240
Timequake,Kurt Vonnegut Jr.,3.72,"36,413","1,941","8,338","13,787","10,777","2,883",628
A Fine and Private Place,Peter S. Beagle,4.00,"3,734",406,"1,271","1,448",810,161,44
"Confessions of Felix Krull, Confidence Man: The Early Years",Thomas Mann,3.83,"4,485",268,"1,296","1,663","1,113",315,98
George's Marvellous Medicine,Roald Dahl,4.03,"87,241","3,364","33,180","29,363","19,644","3,932","1,122"
Gerald's Game,Stephen King,3.56,"152,113","5,305","36,118","45,302","45,575","17,867","7,251"
A Rogue's Proposal,Stephanie Laurens,4.08,"9,094",277,"3,432","3,427","1,830",323,82
Encounters with the Archdruid,John McPhee,4.21,"6,014",361,"2,608","2,334",875,146,51
The God Who Is There,Francis A. Schaeffer,4.13,"7,259",278,"3,341","2,304","1,058",331,225
Billy Liar,Keith Waterhouse,3.73,"2,044",166,478,769,605,159,33
Steal This Book,Abbie Hoffman,3.61,"3,494",310,845,"1,060","1,101",362,126
Failure is Not an Option: Mission Control From Mercury to Apollo 13 and Beyond,Gene Kranz,4.29,"8,474",701,"4,058","3,091","1,103",173,49
Indian Killer,Sherman Alexie,3.78,"7,920",650,"1,970","3,114","2,103",578,155
The Poor Mouth,Flann O'Brien,4.07,"2,573",243,915,"1,052",507,77,22
Where Late the Sweet Birds Sang,Kate Wilhelm,3.85,"9,703",817,"2,752","3,770","2,379",581,221
"Nausicaä of the Valley of the Wind, Vol. 1",Hayao Miyazaki,4.47,"11,165",487,"6,803","3,062","1,066",175,59
A Light in Zion,Bodie Thoene,4.37,"2,738",51,"1,473",864,351,37,13
أولاد حارتنا,Naguib Mahfouz,4.09,"26,809","3,191","11,967","8,581","3,985","1,382",894
The Railway Children,E. Nesbit,4.02,"57,656","2,234","21,720","20,003","12,239","2,573","1,121"
Conquering Horse,Frederick Manfred,4.08,88,7,35,31,16,6,0
Latecomers,Anita Brookner,3.80,699,93,164,289,196,40,10
How to Travel with a Salmon and Other Essays,Umberto Eco,3.84,"5,760",349,"1,560","2,227","1,549",341,83
The First Chronicles of Druss the Legend,David Gemmell,4.35,"11,488",250,"5,937","3,914","1,424",187,26
Daughter of Persia: A Woman's Journey from Her Father's Harem Through the Islamic Revolution,Sattareh Farman Farmaian,4.11,"1,783",232,711,668,314,64,26
The Emigrants,Vilhelm Moberg,4.20,"7,243",459,"3,035","2,935","1,041",171,61
The Most Dangerous Game,Richard Connell,3.94,"50,368","2,098","15,978","19,300","11,871","2,578",641
Six Moon Dance,Sheri S. Tepper,3.79,"1,610",87,396,621,485,81,27
"Zalacaín, el aventurero",Pío Baroja,3.54,"1,596",75,256,599,542,141,58
"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,4.15,"54,507","3,481","24,059","19,641","7,241","2,048","1,518"
The Late George Apley,John P. Marquand,3.67,"2,244",148,581,744,617,206,96
The White Plague,Frank Herbert,3.70,"6,306",368,"1,519","2,238","1,845",530,174
Femeia în Roșu: Roman Retro,Adriana Babeți,3.73,207,7,58,69,54,19,7
The Miracle Worker: A Play,William  Gibson,4.20,"34,271",471,"16,188","10,978","5,388","1,148",569
High Five,Janet Evanovich,4.18,"124,755","2,858","50,730","48,843","22,448","2,257",477
Kolyma Tales,Varlam Shalamov,4.33,"6,885",431,"3,715","2,108",769,190,103
The Intuitionist,Colson Whitehead,3.65,"12,986","1,568","2,677","4,875","3,917","1,203",314
الأيام,طه حسين,3.61,"10,747","1,062","2,854","3,340","2,757","1,135",661
The Gates of Zion,Bodie Thoene,4.30,"4,720",217,"2,411","1,503",650,112,44
The World's Best Fairy Tales,Belle Becker Sideman,4.35,287,24,158,77,47,4,1
"The Balkans: Nationalism, War and the Great Powers 1804 - 1999",Misha Glenny,4.10,"1,811",170,654,775,313,53,16
Daughters of Africa,Margaret Busby,4.34,101,13,61,25,8,2,5
Jerusalem Interlude,Bodie Thoene,4.35,"4,719",131,"2,486","1,549",570,91,23
A Judgement in Stone,Ruth Rendell,3.90,"6,700",542,"2,013","2,607","1,575",387,118
The Empty Chair,Jeffery Deaver,4.07,"29,310","1,072","10,138","12,395","5,636",843,298
Small Sacrifices,Ann Rule,4.25,"28,948","1,009","13,251","10,504","4,411",607,175
Culture and Imperialism,Edward W. Said,4.17,"5,092",213,"2,166","1,904",797,159,66
The Collected Stories Of Jean Stafford,Jean Stafford,3.73,"1,439",99,446,429,364,124,76
State Violence: Northern Ireland 1969-1997,Raymond Murray,4.29,7,0,2,5,0,0,0
I Had Trouble In Getting To Solla Sollew,Dr. Seuss,4.22,"3,035",276,"1,508",832,565,112,18
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.14,"101,933","6,649","42,082","39,546","15,092","3,245","1,968"
Magician: Master,Raymond E. Feist,4.25,"70,067",927,"33,434","24,028","9,820","1,916",869
Mark of the Lion Trilogy,Francine Rivers,4.77,"12,573",853,"10,399","1,668",385,80,41
Killing Critics,Carol O'Connell,3.98,"2,385",102,751,971,558,76,29
Desolation Angels,Jack Kerouac,3.93,"11,144",402,"3,491","4,207","2,751",561,134
"Christianity for Modern Pagans: Pascal's Pensées - Edited, Outlined & Explained",Peter Kreeft,4.38,547,52,303,175,50,13,6
Igraine the Brave,Cornelia Funke,3.88,"8,700",776,"2,708","3,021","2,345",477,149
Jurnalul fericirii,Nicolae Steinhardt,4.51,"2,075",97,"1,385",446,172,52,20
The City of Joy,Dominique Lapierre,4.24,"7,043",589,"3,235","2,591",951,198,68
Love in a Cold Climate and Other Novels,Nancy Mitford,4.11,"2,933",136,"1,122","1,122",588,77,24
Griffin & Sabine: An Extraordinary Correspondence,Nick Bantock,4.01,"64,201","1,516","28,372","17,842","11,316","3,911","2,760"
A Crown of Swords,Robert Jordan,4.06,"153,349","3,593","57,489","56,710","31,140","6,454","1,556"
Trans-Atlantyk,Witold Gombrowicz,3.77,"3,642",151,"1,020","1,345",838,311,128
The Deed of Paksenarrion,Elizabeth Moon,4.31,"13,130",729,"7,116","3,802","1,590",445,177
House of Splendid Isolation,Edna O'Brien,3.66,"1,001",95,184,418,298,77,24
The Big Four,Agatha Christie,3.58,"50,378","4,030","11,176","15,759","15,979","6,004","1,460"
"The Ramona Collection, Vol. 1:",Beverly Cleary,4.24,"5,931",82,"2,944","1,793",934,175,85
The Bedbug and Selected Poetry,Vladimir Mayakovsky,4.20,"2,968",65,"1,500",849,423,117,79
An Indecent Obsession,Colleen McCullough,3.59,"2,542",128,526,806,918,234,58
